match,rank,guild,nickname,job_raw,observed_text,contribution,sample_date,source,source_row,matched_nickname,job_name,observed_performance,observed_unit,level,combat_power,combat_power_man,profile_job,profile_guild,profile_server,profile_source_url,profile_retrieved_at,profile_data_date,profile_timing,guild_for_fit,fit_eligible,exclusion_reason,possible_nickname_matches,extraction,nickname_raw,guild_source,nickname_correction
빅딜,1,SSIM,주식회사서영,바이퍼,3978억 934만,1500000,2026-09-14,빅딜_대항전.xlsx,2,주식회사서영,바이퍼,397809340000,absolute (image display rounded to 억/만),115,5경 8603조 2478억 2951만,5860324782951,바이퍼,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,118,인형나라,연속기,바이퍼,403억 9945만,47700,2026-09-14,빅딜_대항전.xlsx,124,연속기,바이퍼,40399450000,absolute (image display rounded to 억/만),110,330조 108억 9811만,33001089811,바이퍼,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,119,빅딜,박준우2,비숍,401억 839만,47000,2026-09-14,빅딜_대항전.xlsx,125,박준우2,비숍,40108390000,absolute (image display rounded to 억/만),109,328조 1595억 1568만,32815951568,비숍,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,120,빅딜,플로우00,보우마스터,396억 1458만,46300,2026-09-14,빅딜_대항전.xlsx,126,플로우00,보우마스터,39614580000,absolute (image display rounded to 억/만),109,385조 9337억 8532만,38593378532,보우마스터,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,121,86서버,8623,보우마스터,388억 6448만,45600,2026-09-14,빅딜_대항전.xlsx,127,8623,보우마스터,38864480000,absolute (image display rounded to 억/만),107,213조 2429억 7608만,21324297608,보우마스터,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,122,SSIM,효설빈,비숍,379억 6580만,44900,2026-09-14,빅딜_대항전.xlsx,128,효설빈,비숍,37965800000,absolute (image display rounded to 억/만),106,325조 6400억 1276만,32564001276,비숍,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,123,빅딜,여눈,바이퍼,366억 5626만,44200,2026-09-14,빅딜_대항전.xlsx,129,여눈,바이퍼,36656260000,absolute (image display rounded to 억/만),108,203조 4743억 4374만,20347434374,바이퍼,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,124,SSIM,하숩,비숍,337억 2900만,43500,2026-09-14,빅딜_대항전.xlsx,130,하숩,비숍,33729000000,absolute (image display rounded to 억/만),107,265조 144억 8746만,26501448746,비숍,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,125,86서버,전포동포동이,아크메이지 - 썬콜,332억 1920만,42800,2026-09-14,빅딜_대항전.xlsx,132,전포동포동이,"아크메이지(썬,콜)",33219200000,absolute (image display rounded to 억/만),109,270조 5475억 634만,27054750634,"아크메이지(썬,콜)",86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,126,SSIM,동그리미,캡틴,313억 9004만,42100,2026-09-14,빅딜_대항전.xlsx,133,동그리미,캡틴,31390040000,absolute (image display rounded to 억/만),108,163조 3524억 5774만,16335245774,캡틴,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,127,빅딜,팡대지,비숍,313억 5977만,41400,2026-09-14,빅딜_대항전.xlsx,134,팡대지,비숍,31359770000,absolute (image display rounded to 억/만),110,498조 2303억 4062만,49823034062,비숍,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,128,SSIM,깎뜪,비숍,312억 6996만,40700,2026-09-14,빅딜_대항전.xlsx,135,깎뜪,비숍,31269960000,absolute (image display rounded to 억/만),,,,,,,,,,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,False,missing_profile,,,,,
빅딜,129,빅딜,꾸르꾸르,아크메이지 - 썬콜,291억 3285만,40000,2026-09-14,빅딜_대항전.xlsx,136,꾸르꾸르,"아크메이지(썬,콜)",29132850000,absolute (image display rounded to 억/만),108,194조 4027억 9180만,19440279180,"아크메이지(썬,콜)",빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,130,빅딜,비스밤,비숍,270억 7721만,39300,2026-09-14,빅딜_대항전.xlsx,137,비스밤,비숍,27077210000,absolute (image display rounded to 억/만),109,355조 5354억 60만,35553540060,비숍,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,131,빅딜,솔인,팔라딘,264억 3104만,38600,2026-09-14,빅딜_대항전.xlsx,138,솔인,팔라딘,26431040000,absolute (image display rounded to 억/만),108,325조 8411억 2940만,32584112940,팔라딘,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,132,SSIM,당근이늬,보우마스터,257억 6200만,37900,2026-09-14,빅딜_대항전.xlsx,139,당근이늬,보우마스터,25762000000,absolute (image display rounded to 억/만),,,,,,,,,,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,False,missing_profile,당근이니,,,,
빅딜,133,SSIM,최경무,바이퍼,251억 9460만,37200,2026-09-14,빅딜_대항전.xlsx,140,최경무,바이퍼,25194600000,absolute (image display rounded to 억/만),107,89조 835억 2500만,8908352500,바이퍼,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,134,SSIM,명지사나이,섀도어,250억 1990만,36500,2026-09-14,빅딜_대항전.xlsx,141,명지사나이,섀도어,25019900000,absolute (image display rounded to 억/만),107,105조 3608억 2990만,10536082990,섀도어,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,135,SSIM,허상하,히어로,247억 2328만,35800,2026-09-14,빅딜_대항전.xlsx,142,허상하,히어로,24723280000,absolute (image display rounded to 억/만),108,145조 3356억 22만,14533560022,히어로,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,136,빅딜,아르미느,히어로,237억 7140만,35100,2026-09-14,빅딜_대항전.xlsx,143,아르미느,히어로,23771400000,absolute (image display rounded to 억/만),108,216조 9694억 4877만,21696944877,히어로,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,137,빅딜,꼬북빵야,비숍,236억 6581만,34400,2026-09-14,빅딜_대항전.xlsx,144,꼬북빵야,비숍,23665810000,absolute (image display rounded to 억/만),108,206조 9922억 631만,20699220631,비숍,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,138,86서버,01260227,섀도어,215억 3573만,33700,2026-09-14,빅딜_대항전.xlsx,145,01260227,섀도어,21535730000,absolute (image display rounded to 억/만),109,225조 5898억 9585만,22558989585,섀도어,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,139,86서버,경춘선,비숍,214억 2755만,33000,2026-09-14,빅딜_대항전.xlsx,146,경춘선,비숍,21427550000,absolute (image display rounded to 억/만),108,274조 3647억 3191만,27436473191,비숍,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,140,86서버,수비맨디,다크나이트,211억 192만,32300,2026-09-14,빅딜_대항전.xlsx,147,수비맨디,다크나이트,21101920000,absolute (image display rounded to 억/만),106,185조 5885억 6989만,18558856989,다크나이트,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,141,SSIM,앙설,캡틴,192억 7202만,31600,2026-09-14,빅딜_대항전.xlsx,148,앙설,캡틴,19272020000,absolute (image display rounded to 억/만),106,81조 778억 6734만,8107786734,캡틴,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,142,SSIM,진떡,바이퍼,171억 9020만,30900,2026-09-14,빅딜_대항전.xlsx,149,진떡,바이퍼,17190200000,absolute (image display rounded to 억/만),105,76조 8305억 3124만,7683053124,바이퍼,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,143,SSIM,웅나공듀,캡틴,160억 4315만,30200,2026-09-14,빅딜_대항전.xlsx,150,웅나공듀,캡틴,16043150000,absolute (image display rounded to 억/만),105,46조 7146억 8831만,4671468831,캡틴,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,144,SSIM,태양0,비숍,160억 1733만,29500,2026-09-14,빅딜_대항전.xlsx,151,태양0,비숍,16017330000,absolute (image display rounded to 억/만),105,51조 4431억 9277만,5144319277,비숍,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,145,SSIM,마동턱,팔라딘,145억 7808만,28800,2026-09-14,빅딜_대항전.xlsx,152,마동턱,팔라딘,14578080000,absolute (image display rounded to 억/만),106,51조 1280억 9147만,5112809147,팔라딘,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,146,SSIM,비단나비,바이퍼,143억 8845만,28100,2026-09-14,빅딜_대항전.xlsx,153,비단나비,바이퍼,14388450000,absolute (image display rounded to 억/만),105,52조 2864억 1269만,5228641269,바이퍼,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,147,SSIM,해적왕정우짱,캡틴,143억 4116만,27400,2026-09-14,빅딜_대항전.xlsx,154,해적왕정우짱,캡틴,14341160000,absolute (image display rounded to 억/만),106,57조 2769억 3563만,5727693563,캡틴,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
셀린느,1,,과금X환불O,히어로,4조 2119억,1500000,2026-09-14,스크린샷 2026-09-16 212246.png,1,과금X환불O,히어로,4211900000000,absolute (image display rounded to 억/만),125,201경 4542조 6272억 96만,201454262720096,히어로,헤라클레스,Scania 38,https://mgf.gg/contents/guild_info.php?g_name=%ED%97%A4%EB%9D%BC%ED%81%B4%EB%A0%88%EC%8A%A4,2026-09-16T22:22:36.718001+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,헤라클레스,True,,,Vision OCR + visual verification against all 37 original images,과금X환불O,current profile; original top edge cropped,
셀린느,2,셀린느,빔냥이,신궁,3조 4402억,1200000,2026-09-14,스크린샷 2026-09-16 212246.png,2,빔냥이,신궁,3440200000000,absolute (image display rounded to 억/만),125,228경 131조 6916억 361만,228013169160361,신궁,셀린느,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EC%85%80%EB%A6%B0%EB%8A%90,2026-09-16T22:22:35.137701+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,셀린느,True,,,Vision OCR + visual verification against all 37 original images,빔냥이,,
셀린느,3,노을이,노을준이,아크메이지 - 썬콜,3조 4389억,950000,2026-09-14,스크린샷 2026-09-16 212246.png,3,노을준이,"아크메이지(썬,콜)",3438900000000,absolute (image display rounded to 억/만),125,867경 57조 6580억 1416만,867005765801416,"아크메이지(썬,콜)",노을이,Scania 50,https://mgf.gg/contents/guild_info.php?g_name=%EB%85%B8%EC%9D%84%EC%9D%B4,2026-09-16T22:22:37.402448+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,노을이,True,,,Vision OCR + visual verification against all 37 original images,노을준이,,
셀린느,4,호러,난풍,캡틴,2조 7242억,850000,2026-09-14,스크린샷 2026-09-16 212246.png,4,난풍,캡틴,2724200000000,absolute (image display rounded to 억/만),124,110경 9584조 8295억 323만,110958482950323,캡틴,호러,Scania 10,https://mgf.gg/contents/guild_info.php?g_name=%ED%98%B8%EB%9F%AC,2026-09-16T22:22:36.215781+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,호러,True,,,Vision OCR + visual verification against all 37 original images,난풍,,
셀린느,5,,돈스,비숍,2조 5440억,780000,2026-09-14,스크린샷 2026-09-16 212307.png,5,돈스,비숍,2544000000000,absolute (image display rounded to 억/만),124,56경 7588조 8796억 205만,56758887960205,비숍,셀린느,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EC%85%80%EB%A6%B0%EB%8A%90,2026-09-16T22:22:35.137701+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,셀린느,True,,,Vision OCR + visual verification against all 37 original images,돈스,current profile; original top edge cropped,
셀린느,6,리안,메키에바란다,팔라딘,2조 5201억,720000,2026-09-14,스크린샷 2026-09-16 212307.png,6,메키에바란다,팔라딘,2520100000000,absolute (image display rounded to 억/만),123,94경 4078조 28억 5858만,94407800285858,팔라딘,리안,Scania 11,https://mgf.gg/contents/guild_info.php?g_name=%EB%A6%AC%EC%95%88,2026-09-16T22:22:35.683487+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,리안,True,,,Vision OCR + visual verification against all 37 original images,메키에바란다,,
셀린느,7,호러,기요밋,비숍,2조 2615억,670000,2026-09-14,스크린샷 2026-09-16 212307.png,7,기요밋,비숍,2261500000000,absolute (image display rounded to 억/만),124,229경 4357조 2792억 6494만,229435727926494,비숍,호러,Scania 10,https://mgf.gg/contents/guild_info.php?g_name=%ED%98%B8%EB%9F%AC,2026-09-16T22:22:36.215781+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,호러,True,,,Vision OCR + visual verification against all 37 original images,기요밋,,
셀린느,8,셀린느,MNMMNMMNMMNM,비숍,2조 1406억,630000,2026-09-14,스크린샷 2026-09-16 212307.png,8,MNMMNMMNMMNM,비숍,2140600000000,absolute (image display rounded to 억/만),123,67경 2705조 1001억 2336만,67270510012336,비숍,셀린느,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EC%85%80%EB%A6%B0%EB%8A%90,2026-09-16T22:22:35.137701+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,셀린느,True,,,Vision OCR + visual verification against all 37 original images,MNMMNMMNMMNM,,
셀린느,9,,예습2,캡틴,2조 1233억,590000,2026-09-14,스크린샷 2026-09-16 212318.png,9,예습2,캡틴,2123300000000,absolute (image display rounded to 억/만),122,62경 6714조 5769억 8548만,62671457698548,캡틴,리안,Scania 11,https://mgf.gg/contents/guild_info.php?g_name=%EB%A6%AC%EC%95%88,2026-09-16T22:22:35.683487+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,리안,True,,,Vision OCR + visual verification against all 37 original images,예습2,current profile; original top edge cropped,
셀린느,10,리안,Matter,비숍,2조 334억,560000,2026-09-14,스크린샷 2026-09-16 212318.png,10,Matter,비숍,2033400000000,absolute (image display rounded to 억/만),123,60경 339조 6350억 2632만,60033963502632,비숍,리안,Scania 11,https://mgf.gg/contents/guild_info.php?g_name=%EB%A6%AC%EC%95%88,2026-09-16T22:22:35.683487+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,리안,True,,,Vision OCR + visual verification against all 37 original images,Matter,,
셀린느,11,헤라클레스,환불존망겜,팔라딘,1조 9300억,530000,2026-09-14,스크린샷 2026-09-16 212318.png,11,환불존망겜,팔라딘,1930000000000,absolute (image display rounded to 억/만),123,44경 4065조 7332억 1255만,44406573321255,팔라딘,헤라클레스,Scania 38,https://mgf.gg/contents/guild_info.php?g_name=%ED%97%A4%EB%9D%BC%ED%81%B4%EB%A0%88%EC%8A%A4,2026-09-16T22:22:36.718001+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,헤라클레스,True,,,Vision OCR + visual verification against all 37 original images,환불존망겜,,
셀린느,12,헤라클레스,역삼이,비숍,1조 9234억,500000,2026-09-14,스크린샷 2026-09-16 212318.png,12,역삼이,비숍,1923400000000,absolute (image display rounded to 억/만),123,38경 4102조 9598억 1650만,38410295981650,비숍,헤라클레스,Scania 38,https://mgf.gg/contents/guild_info.php?g_name=%ED%97%A4%EB%9D%BC%ED%81%B4%EB%A0%88%EC%8A%A4,2026-09-16T22:22:36.718001+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,헤라클레스,True,,,Vision OCR + visual verification against all 37 original images,역삼이,,
셀린느,13,,진자이,비숍,1조 8929억,470000,2026-09-14,스크린샷 2026-09-16 212327.png,13,진자이,비숍,1892900000000,absolute (image display rounded to 억/만),122,56경 4909조 216억 5226만,56490902165226,비숍,셀린느,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EC%85%80%EB%A6%B0%EB%8A%90,2026-09-16T22:22:35.137701+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,셀린느,True,,,Vision OCR + visual verification against all 37 original images,진자이,current profile; original top edge cropped,
셀린느,14,셀린느,소소채2,비숍,1조 8196억,440000,2026-09-14,스크린샷 2026-09-16 212327.png,14,소소채2,비숍,1819600000000,absolute (image display rounded to 억/만),122,43경 2523조 8528억 3452만,43252385283452,비숍,셀린느,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EC%85%80%EB%A6%B0%EB%8A%90,2026-09-16T22:22:35.137701+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,셀린느,True,,,Vision OCR + visual verification against all 37 original images,소소채2,,
셀린느,15,리안,혁수킹,히어로,1조 8099억,410000,2026-09-14,스크린샷 2026-09-16 212327.png,15,혁수킹,히어로,1809900000000,absolute (image display rounded to 억/만),122,55경 7881조 3223억 2425만,55788132232425,히어로,리안,Scania 11,https://mgf.gg/contents/guild_info.php?g_name=%EB%A6%AC%EC%95%88,2026-09-16T22:22:35.683487+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,리안,True,,,Vision OCR + visual verification against all 37 original images,혁수킹,,
셀린느,16,리안,라온PB,나이트로드,1조 7761억,380000,2026-09-14,스크린샷 2026-09-16 212327.png,16,라온PB,나이트로드,1776100000000,absolute (image display rounded to 억/만),122,60경 3474조 3971억 9956만,60347439719956,나이트로드,리안,Scania 11,https://mgf.gg/contents/guild_info.php?g_name=%EB%A6%AC%EC%95%88,2026-09-16T22:22:35.683487+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,리안,True,,,Vision OCR + visual verification against all 37 original images,라온PB,,
셀린느,17,,송곧,비숍,1조 5081억,350000,2026-09-14,스크린샷 2026-09-16 212342.png,17,송곧,비숍,1508100000000,absolute (image display rounded to 억/만),121,34경 1532조 2767억 2659만,34153227672659,비숍,호러,Scania 10,https://mgf.gg/contents/guild_info.php?g_name=%ED%98%B8%EB%9F%AC,2026-09-16T22:22:36.215781+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,호러,True,,,Vision OCR + visual verification against all 37 original images,송곧,current profile; original top edge cropped,
셀린느,18,리안,파퍼,비숍,1조 5045억,320000,2026-09-14,스크린샷 2026-09-16 212342.png,18,파퍼,비숍,1504500000000,absolute (image display rounded to 억/만),121,27경 2358조 9413억 6552만,27235894136552,비숍,리안,Scania 11,https://mgf.gg/contents/guild_info.php?g_name=%EB%A6%AC%EC%95%88,2026-09-16T22:22:35.683487+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,리안,True,,,Vision OCR + visual verification against all 37 original images,파퍼,,
셀린느,19,헤라클레스,번펀,히어로,1조 4660억,290000,2026-09-14,스크린샷 2026-09-16 212342.png,19,번펀,히어로,1466000000000,absolute (image display rounded to 억/만),121,24경 5575조 5299억 4079만,24557552994079,히어로,헤라클레스,Scania 38,https://mgf.gg/contents/guild_info.php?g_name=%ED%97%A4%EB%9D%BC%ED%81%B4%EB%A0%88%EC%8A%A4,2026-09-16T22:22:36.718001+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,헤라클레스,True,,,Vision OCR + visual verification against all 37 original images,번펀,,
셀린느,20,호러,누짜,비숍,1조 3790억,260000,2026-09-14,스크린샷 2026-09-16 212342.png,20,누짜,비숍,1379000000000,absolute (image display rounded to 억/만),122,36경 5167조 3358억 777만,36516733580777,비숍,호러,Scania 10,https://mgf.gg/contents/guild_info.php?g_name=%ED%98%B8%EB%9F%AC,2026-09-16T22:22:36.215781+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,호러,True,,,Vision OCR + visual verification against all 37 original images,누짜,,
셀린느,21,,일월마녀,보우마스터,1조 3455억,250000,2026-09-14,스크린샷 2026-09-16 212353.png,21,일월마녀,보우마스터,1345500000000,absolute (image display rounded to 억/만),122,35경 1686조 8222억 1804만,35168682221804,보우마스터,호러,Scania 10,https://mgf.gg/contents/guild_info.php?g_name=%ED%98%B8%EB%9F%AC,2026-09-16T22:22:36.215781+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,호러,True,,,Vision OCR + visual verification against all 37 original images,일월마녀,current profile; original top edge cropped,
셀린느,22,호러,메키존망섭종,신궁,1조 3371억,240000,2026-09-14,스크린샷 2026-09-16 212353.png,22,메키존망섭종,신궁,1337100000000,absolute (image display rounded to 억/만),120,25경 371조 1114억 5018만,25037111145018,신궁,호러,Scania 10,https://mgf.gg/contents/guild_info.php?g_name=%ED%98%B8%EB%9F%AC,2026-09-16T22:22:36.215781+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,호러,True,,,Vision OCR + visual verification against all 37 original images,메키존망섭종,,
셀린느,23,리안,셀문,비숍,1조 3245억,230000,2026-09-14,스크린샷 2026-09-16 212353.png,23,셀문,비숍,1324500000000,absolute (image display rounded to 억/만),121,44경 4304조 3775억 7803만,44430437757803,비숍,리안,Scania 11,https://mgf.gg/contents/guild_info.php?g_name=%EB%A6%AC%EC%95%88,2026-09-16T22:22:35.683487+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,리안,True,,,Vision OCR + visual verification against all 37 original images,셀문,,
셀린느,24,셀린느,뽀리빠,다크나이트,1조 3197억,220000,2026-09-14,스크린샷 2026-09-16 212353.png,24,뽀리빠,다크나이트,1319700000000,absolute (image display rounded to 억/만),121,26경 6603조 6785억 6620만,26660367856620,다크나이트,셀린느,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EC%85%80%EB%A6%B0%EB%8A%90,2026-09-16T22:22:35.137701+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,셀린느,True,,,Vision OCR + visual verification against all 37 original images,뽀리빠,,
셀린느,25,,스타캐치,나이트로드,1조 3139억,210000,2026-09-14,스크린샷 2026-09-16 212404.png,25,스타캐치,나이트로드,1313900000000,absolute (image display rounded to 억/만),121,23경 6378조 9억 8238만,23637800098238,나이트로드,셀린느,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EC%85%80%EB%A6%B0%EB%8A%90,2026-09-16T22:22:35.137701+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,셀린느,True,,,Vision OCR + visual verification against all 37 original images,스타캐치,current profile; original top edge cropped,
